3.0,11725.287528997449,5400.0
2.0,7511.740444059024,7511.740444059024
3.0,11057.272127135067,7511.740444059024
3.0,11907.04784647701,5400.0
1.0,2376.0544375915256,3600.0
2.0,7247.2156306488405,8213.028713815656
3.0,10507.842128751701,8019.866097182293
2.0,7695.903309117038,8434.528769110528
4.0,25170.350796810155,8329.010846254316
1.0,3234.498251295555,3600.0
5.0,34585.89286161737,7650.0
2.0,7511.740444059024,7511.740444059024
3.0,11057.272127135067,7511.740444059024
3.0,11907.04784647701,5400.0
1.0,2376.0544375915256,3600.0
2.0,7247.2156306488405,8213.028713815656
3.0,10507.842128751701,8019.866097182293
2.0,7695.903309117038,8434.528769110528
4.0,25170.350796810155,8329.010846254316
1.0,3234.498251295555,3600.0
5.0,34585.89286161737,7650.0
